Text Length,Naive Stream Mean (s),Naive Stream Median (s),KMP Stream Mean (s),KMP Stream Median (s),Naive Normal Mean (s),Naive Normal Median (s),KMP Normal Mean (s),KMP Normal Median (s),KMP vs Naive Stream Speedup,KMP vs Naive Normal Speedup
10000,0.1611619596961342,0.1613424164825119,0.7747511979308911,0.7723198749881703,0.7477457916810333,0.778527395974379,0.7775981951650465,0.7775505414756481,0.20804410152372357,0.9620370659427527
50000,0.17463293755718037,0.1747022289782762,0.1647339036382618,0.16491406247951085,0.1643993786732608,0.16344947949983174,0.1623342942599265,0.16267829152639018,1.0603902767629745,1.0128104282505692
100000,0.1919868194544688,0.1899629170075059,0.1706250416922072,0.1710877919686027,0.17028398380459597,0.1687883749837055,0.16698882061367235,0.1669797910144552,1.1251171847352341,1.0199382014528473
